"subject","trial","native_language","word","class","frequency","length","correct","RT"
"22",154,"OTHER","peanut","plant",4.59512,6,"correct",403.948180129744
"22",156,"OTHER","mushroom","plant",5.537334,8,"correct",448.621703843545
"22",159,"OTHER","pig","animal",6.660575,3,"correct",347.626197987484
"22",160,"OTHER","squirrel","animal",4.70953,8,"correct",671.603436906132
"22",163,"OTHER","elephant","animal",6.063785,8,"correct",521.368565967436
"22",165,"OTHER","swan","animal",4.962845,4,"correct",688.903625645489
"22",166,"OTHER","gherkin","plant",2.079442,7,"correct",817.629403161867
"22",169,"OTHER","tortoise","animal",4.624973,8,"correct",652.184911918324
"22",171,"OTHER","beetroot","plant",3.555348,8,"correct",477.351053789343
"22",173,"OTHER","almond","plant",4.204693,6,"correct",559.411544020684
"22",174,"OTHER","fox","animal",5.652489,3,"correct",583.058044956368
"22",176,"OTHER","grape","plant",5.192957,5,"correct",491.7938902467
"22",180,"OTHER","cat","animal",7.086738,3,"correct",524.672091908598
"22",184,"OTHER","apple","plant",6.304449,5,"correct",504.431976068555
"23",28,"","strawberry","plant",4.75359,10,"correct",648.713838593985
"23",29,"","crocodile","animal",4.615121,9,"correct",537.127683509192
"23",32,"","cherry","plant",4.997212,6,"correct",614.600409061964
"23",34,"","bunny","animal",3.332205,5,"correct",612.542153042379
"23",35,"","paprika","plant",2.484907,7,"correct",829.055551941662
"23",36,"","lemon","plant",5.631212,5,"correct",578.009943514178
"23",40,"","clove","plant",3.663562,5,"correct",588.627297841269
"23",41,"","ant","animal",5.347108,3,"correct",602.030589017954
"23",44,"","pig","animal",6.660575,3,"correct",550.708849140625
"23",46,"","shark","animal",5.880533,5,"correct",579.751449500885
"23",48,"","kiwi","plant",3.044522,4,"incorrect",554.900889428779
"23",50,"","owl","animal",4.859812,3,"correct",677.209079153359
"23",51,"","avocado","plant",3.433987,7,"incorrect",552.52535451059
"23",52,"","fox","animal",5.652489,3,"correct",513.908828613926
"23",55,"","goat","animal",6.228511,4,"correct",613.994559784016
"23",56,"","walnut","plant",4.49981,6,"correct",532.668898516291
"23",57,"","tortoise","animal",4.624973,8,"correct",667.507759401091
"23",58,"","goose","animal",5.267858,5,"correct",574.940568250851
"23",61,"","eggplant","plant",1.791759,8,"correct",591.916559942213
"23",64,"","moose","animal",2.70805,5,NA,NA
"23",65,"","gull","animal",4.418841,4,"correct",675.969601326382
"23",67,"","eagle","animal",5.117994,5,"correct",536.500287788507
"23",69,"","stork","animal",3.044522,5,"correct",535.258345671984
"23",70,"","blueberry","plant",2.484907,9,"correct",607.10794630475
"23",71,"","squid","animal",3.970292,5,"correct",529.414807100059
"23",72,"","asparagus","plant",3.663562,9,"correct",596.943743684689
"23",73,"","carrot","plant",4.976734,6,"correct",581.300453472894
"23",74,"","lettuce","plant",4.812184,7,"correct",566.664039832357
"23",75,"","snake","animal",6.120297,5,"correct",501.176800963686
"23",79,"","hedgehog","animal",3.637586,8,"correct",908.899309225816
"23",80,"","butterfly","animal",5.214936,9,"correct",617.969767341521
"23",82,"","beaver","animal",3.951244,6,"correct",521.749880005925
"23",83,"","banana","plant",5.023881,6,"correct",465.98880133421
"23",85,"","cat","animal",7.086738,3,"correct",639.148766698186
"23",89,"","elephant","animal",6.063785,8,"correct",555.083837489037
"23",90,"","peanut","plant",4.59512,6,"correct",615.397665890437
"23",93,"","cucumber","plant",4.454347,8,"correct",574.618357943811
"23",96,"","chicken","animal",6.59987,7,"correct",572.65291444771
"23",98,"","mustard","plant",4.442651,7,"correct",448.143259260829
"23",100,"","apple","plant",6.304449,5,"correct",600.33698437912
"23",105,"","monkey","animal",5.783825,6,"correct",497.363972318282
"23",106,"","melon","plant",4.127134,5,"correct",562.685195892669
"23",108,"","leek","plant",3.332205,4,"correct",546.339889207184
"23",109,"","camel","animal",6.109248,5,"correct",519.383730232614
"23",111,"","woodpecker","animal",2.890372,10,"correct",660.058714100929
"23",115,"","reindeer","animal",4.043051,8,"correct",620.387289032907
"23",116,"","donkey","animal",5.541264,6,"correct",624.894540335491
"23",120,"","orange","plant",6.378426,6,"correct",489.167508196212
"23",122,"","dolphin","animal",4.007333,7,"correct",619.584785473856
"23",124,"","blackberry","plant",4.060443,10,"incorrect",524.885942026514
"23",126,"","mole","animal",4.60517,4,"correct",675.652118999086
"23",185,"","swan","animal",4.962845,4,"correct",546.45055320434
"24",23,"ENGLISH","beaver","animal",3.951244,6,"correct",886.223938547601
"24",26,"ENGLISH","hedgehog","animal",3.637586,8,"correct",443.520425128719
"24",27,"ENGLISH","gull","animal",4.418841,4,"correct",728.698267339782
"24",30,"ENGLISH","carrot","plant",4.976734,6,"correct",542.859742112975
"24",32,"ENGLISH","clove","plant",3.663562,5,"correct",605.904034178562
"24",36,"ENGLISH","mouse","animal",5.805135,5,"correct",641.979389245532
"24",38,"ENGLISH","bunny","animal",3.332205,5,"correct",969.526364820667
"24",42,"ENGLISH","pig","animal",6.660575,3,"correct",534.744931900621
"24",43,"ENGLISH","ant","animal",5.347108,3,"correct",540.999284411928
"24",44,"ENGLISH","eggplant","plant",1.791759,8,"correct",554.230111321127
"24",47,"ENGLISH","gherkin","plant",2.079442,7,"correct",435.855235404821
"24",49,"ENGLISH","wasp","animal",4.682131,4,"correct",607.444046007406
"24",50,"ENGLISH","fox","animal",5.652489,3,"correct",480.605361006919
"24",52,"ENGLISH","lemon","plant",5.631212,5,"correct",461.194994873638
"24",56,"ENGLISH","owl","animal",4.859812,3,"correct",593.511821263217
"24",57,"ENGLISH","dog","animal",7.667626,3,"correct",480.801631131385
"24",61,"ENGLISH","shark","animal",5.880533,5,"correct",606.809747543886
"24",65,"ENGLISH","apricot","plant",3.828641,7,"correct",591.068776742464
"24",67,"ENGLISH","whale","animal",5.298317,5,"correct",466.473401497921
"24",69,"ENGLISH","spider","animal",4.844187,6,"correct",572.666621075765
"24",70,"ENGLISH","pear","plant",4.727388,4,"correct",578.086957775934
"24",72,"ENGLISH","mushroom","plant",5.537334,8,"correct",475.417823505974
"24",75,"ENGLISH","squirrel","animal",4.70953,8,"correct",554.344961260579
"24",77,"ENGLISH","pineapple","plant",3.988984,9,"correct",556.48818460603
"24",79,"ENGLISH","chicken","animal",6.59987,7,"correct",479.522406624168
"24",81,"ENGLISH","goat","animal",6.228511,4,"correct",491.83366753894
"24",83,"ENGLISH","crocodile","animal",4.615121,9,"correct",467.01442278727
"24",84,"ENGLISH","horse","animal",7.77191,5,"correct",606.280331924584
"24",89,"ENGLISH","tomato","plant",5.545177,6,"correct",480.706307073845
"24",93,"ENGLISH","broccoli","plant",2.833213,8,"correct",529.870708826282
"24",97,"ENGLISH","mole","animal",4.60517,4,"correct",699.064475489683
"24",98,"ENGLISH","bat","animal",5.918894,3,"correct",454.874891357599
"24",99,"ENGLISH","donkey","animal",5.541264,6,"correct",417.015253653111
"24",100,"ENGLISH","mustard","plant",4.442651,7,"correct",525.784382038947
"24",103,"ENGLISH","squid","animal",3.970292,5,"correct",606.731366160094
"24",108,"ENGLISH","frog","animal",5.129899,4,"correct",470.67571275527
"24",109,"ENGLISH","dolphin","animal",4.007333,7,"correct",488.463886838516
"24",112,"ENGLISH","reindeer","animal",4.043051,8,"correct",470.763906778345
"24",113,"ENGLISH","lion","animal",6.098074,4,"correct",395.741107160962
"24",115,"ENGLISH","potato","plant",6.461468,6,"correct",480.279933226498
"24",117,"ENGLISH","eagle","animal",5.117994,5,"correct",559.57617324657
"24",118,"ENGLISH","blackberry","plant",4.060443,10,"correct",525.245268279718
"24",120,"ENGLISH","camel","animal",6.109248,5,"correct",561.620853363317
"24",121,"ENGLISH","radish","plant",3.044522,6,"correct",451.042958549549
"24",122,"ENGLISH","beetroot","plant",3.555348,8,"correct",497.478441051075
"24",123,"ENGLISH","apple","plant",6.304449,5,"correct",468.405420035369
"24",124,"ENGLISH","grape","plant",5.192957,5,"correct",454.70126165304
"24",128,"ENGLISH","cucumber","plant",4.454347,8,"correct",540.665617888363
"24",130,"ENGLISH","cherry","plant",4.997212,6,"correct",474.526916125713
"24",131,"ENGLISH","butterfly","animal",5.214936,9,"correct",546.428073747426
"24",133,"ENGLISH","vulture","animal",4.248495,7,"correct",497.11363785706
"24",134,"ENGLISH","walnut","plant",4.49981,6,"correct",626.78987567432
"24",137,"ENGLISH","magpie","animal",2.995732,6,"correct",739.274612077759
"24",138,"ENGLISH","strawberry","plant",4.75359,10,"correct",523.580424522709
"24",139,"ENGLISH","banana","plant",5.023881,6,"incorrect",445.398471535588
"24",141,"ENGLISH","elephant","animal",6.063785,8,"correct",564.451610057633
"24",144,"ENGLISH","stork","animal",3.044522,5,"correct",867.53522491213
"24",147,"ENGLISH","olive","plant",5.587249,5,"correct",455.038748293498
"24",152,"ENGLISH","goose","animal",5.267858,5,"correct",497.288019414535
"24",154,"ENGLISH","swan","animal",4.962845,4,"correct",558.594424497738
"24",156,"ENGLISH","almond","plant",4.204693,6,"correct",539.095940998159
"24",159,"ENGLISH","asparagus","plant",3.663562,9,"correct",413.281281718664
"24",160,"ENGLISH","leek","plant",3.332205,4,"correct",498.09244315351
"24",162,"ENGLISH","orange","plant",6.378426,6,"correct",417.71304545096
"24",163,"ENGLISH","woodpecker","animal",2.890372,10,"correct",357.926312106385
"24",166,"ENGLISH","tortoise","animal",4.624973,8,"correct",513.055894156108
"24",168,"ENGLISH","lettuce","plant",4.812184,7,"correct",535.115698882167
"24",169,"ENGLISH","cat","animal",7.086738,3,"correct",407.794177009171
"24",170,"ENGLISH","sheep","animal",6.577861,5,"correct",466.659197742097
"24",172,"ENGLISH","avocado","plant",3.433987,7,"correct",540.21860133413
"24",173,"ENGLISH","kiwi","plant",3.044522,4,"correct",484.072229630805
"24",175,"ENGLISH","melon","plant",4.127134,5,"incorrect",506.22773090286
"24",176,"ENGLISH","snake","animal",6.120297,5,"correct",487.489069438447
"24",177,"ENGLISH","moose","animal",2.70805,5,"incorrect",491.265583116046
"24",178,"ENGLISH","monkey","animal",5.783825,6,"correct",483.323915219455
"24",179,"ENGLISH","blueberry","plant",2.484907,9,"correct",418.389751596332
"24",180,"ENGLISH","paprika","plant",2.484907,7,"correct",561.901006083892
"24",181,"ENGLISH","peanut","plant",4.59512,6,"correct",534.302557833791
"24",182,"ENGLISH","bee","animal",5.700444,3,"correct",398.002011435415
"27",24,"ENGLISH","whale","animal",5.298317,5,"correct",594.135228897876
"27",25,"ENGLISH","banana","plant",5.023881,6,"correct",584.79321175797
"27",26,"ENGLISH","woodpecker","animal",2.890372,10,"correct",712.257508429895
"27",27,"ENGLISH","shark","animal",5.880533,5,"correct",595.066665078398
"27",29,"ENGLISH","hedgehog","animal",3.637586,8,"correct",622.252772803434
"27",30,"ENGLISH","snake","animal",6.120297,5,"correct",600.730637909246
"27",31,"ENGLISH","strawberry","plant",4.75359,10,"correct",574.067907580798
"27",32,"ENGLISH","leek","plant",3.332205,4,"correct",579.428239404286
"27",34,"ENGLISH","lemon","plant",5.631212,5,"correct",585.972095717401
"27",36,"ENGLISH","camel","animal",6.109248,5,"correct",811.540618641864
"27",37,"ENGLISH","dolphin","animal",4.007333,7,"correct",575.376226959917
"27",41,"ENGLISH","crocodile","animal",4.615121,9,"correct",749.807311850313
"27",42,"ENGLISH","cat","animal",7.086738,3,"correct",595.22201523644
"27",43,"ENGLISH","reindeer","animal",4.043051,8,"correct",721.88405736237
"27",44,"ENGLISH","donkey","animal",5.541264,6,"correct",547.496386219159
"27",46,"ENGLISH","mushroom","plant",5.537334,8,"correct",597.320007074298
"27",47,"ENGLISH","elephant","animal",6.063785,8,"correct",590.959298861835
"27",48,"ENGLISH","chicken","animal",6.59987,7,"correct",584.996077913826
"27",51,"ENGLISH","apricot","plant",3.828641,7,"correct",555.1070560613
"27",54,"ENGLISH","bat","animal",5.918894,3,"correct",554.795960933665
"27",57,"ENGLISH","beetroot","plant",3.555348,8,"correct",568.334150756616
"27",59,"ENGLISH","monkey","animal",5.783825,6,"correct",652.669051258334
"27",62,"ENGLISH","swan","animal",4.962845,4,"correct",699.617744711068
"27",63,"ENGLISH","orange","plant",6.378426,6,"correct",744.254770373608
"27",66,"ENGLISH","blueberry","plant",2.484907,9,"correct",1027.05840673381
"27",68,"ENGLISH","pig","animal",6.660575,3,"correct",584.309031001179
"27",70,"ENGLISH","melon","plant",4.127134,5,"correct",801.080668674705
"27",72,"ENGLISH","horse","animal",7.77191,5,"correct",754.621362466448
"27",73,"ENGLISH","kiwi","plant",3.044522,4,"correct",699.168057833353
"27",74,"ENGLISH","tomato","plant",5.545177,6,"correct",675.17533644287
"27",75,"ENGLISH","carrot","plant",4.976734,6,"correct",739.097835609626
"27",76,"ENGLISH","sheep","animal",6.577861,5,"correct",631.355695280114
"27",77,"ENGLISH","wasp","animal",4.682131,4,"correct",650.178264940128
"27",78,"ENGLISH","mustard","plant",4.442651,7,"correct",534.295765726733
"27",87,"ENGLISH","moose","animal",2.70805,5,"correct",640.695659052487
"27",94,"ENGLISH","spider","animal",4.844187,6,"correct",749.846677551749
"27",97,"ENGLISH","radish","plant",3.044522,6,"incorrect",585.047509433101
"27",98,"ENGLISH","cherry","plant",4.997212,6,"correct",590.306593783216
"27",102,"ENGLISH","squid","animal",3.970292,5,"correct",656.300030035302
"27",106,"ENGLISH","tortoise","animal",4.624973,8,"correct",705.606264059818
"27",110,"ENGLISH","pineapple","plant",3.988984,9,"correct",592.046381831309
"27",111,"ENGLISH","bee","animal",5.700444,3,"correct",594.600304608121
"27",113,"ENGLISH","peanut","plant",4.59512,6,"correct",696.022170506458
"27",114,"ENGLISH","ant","animal",5.347108,3,"correct",585.895103656205
"27",115,"ENGLISH","pear","plant",4.727388,4,"correct",611.21445638385
"27",117,"ENGLISH","walnut","plant",4.49981,6,"correct",761.923151720151
"27",118,"ENGLISH","paprika","plant",2.484907,7,"correct",772.446959868687
"27",121,"ENGLISH","potato","plant",6.461468,6,"correct",618.941979128707
"27",123,"ENGLISH","lion","animal",6.098074,4,"correct",598.800724163878
"27",126,"ENGLISH","fox","animal",5.652489,3,"correct",598.947267895912
"27",127,"ENGLISH","goat","animal",6.228511,4,"correct",659.398458033875
"27",128,"ENGLISH","clove","plant",3.663562,5,"correct",879.884352037942
"27",133,"ENGLISH","bunny","animal",3.332205,5,"correct",650.615835776246
"27",134,"ENGLISH","olive","plant",5.587249,5,"correct",497.663313505723
"27",136,"ENGLISH","owl","animal",4.859812,3,"correct",577.617261851363
"27",137,"ENGLISH","squirrel","animal",4.70953,8,"correct",612.894511850659
"27",138,"ENGLISH","gull","animal",4.418841,4,"correct",743.946035001558
"27",140,"ENGLISH","gherkin","plant",2.079442,7,"correct",774.481993159177
"27",141,"ENGLISH","dog","animal",7.667626,3,"correct",508.878816170358
"27",142,"ENGLISH","lettuce","plant",4.812184,7,"correct",1022.371066513
"27",143,"ENGLISH","vulture","animal",4.248495,7,"correct",722.72860273132
"27",145,"ENGLISH","eagle","animal",5.117994,5,"correct",649.063927409279
"27",148,"ENGLISH","cucumber","plant",4.454347,8,"correct",761.751696698059
"27",150,"ENGLISH","broccoli","plant",2.833213,8,"correct",562.263814691909
"27",152,"ENGLISH","beaver","animal",3.951244,6,NA,NA
"27",153,"ENGLISH","grape","plant",5.192957,5,"correct",626.894810178534
"27",158,"ENGLISH","frog","animal",5.129899,4,"correct",607.423012275085
"27",160,"ENGLISH","stork","animal",3.044522,5,"correct",743.978921220116
"27",164,"ENGLISH","magpie","animal",2.995732,6,"correct",607.078989464582
"27",167,"ENGLISH","butterfly","animal",5.214936,9,"correct",660.814141948298
"27",168,"ENGLISH","mole","animal",4.60517,4,"correct",533.285441466098
"27",172,"ENGLISH","blackberry","plant",4.060443,10,"correct",784.726620733556
"27",173,"ENGLISH","eggplant","plant",1.791759,8,"correct",611.685976086949
"27",175,"ENGLISH","asparagus","plant",3.663562,9,"correct",706.648994269828
"27",176,"ENGLISH","almond","plant",4.204693,6,"correct",611.020032807024
"27",179,"ENGLISH","mouse","animal",5.805135,5,"correct",575.834221425459
"27",180,"ENGLISH","apple","plant",6.304449,5,"correct",500.411583443316
"27",181,"ENGLISH","avocado","plant",3.433987,7,"correct",665.578075244605
"27",184,"ENGLISH","goose","animal",5.267858,5,"correct",561.735987786338
"30",33,NA,"grape","plant",5.192957,5,"correct",626.633704011224
"30",34,NA,"monkey","animal",5.783825,6,"incorrect",588.708673448913
"30",36,NA,"pig","animal",6.660575,3,"correct",584.357872940262
"30",37,NA,"pineapple","plant",3.988984,9,"correct",569.111773077495
"30",38,NA,"avocado","plant",3.433987,7,"correct",523.765486459292
"30",41,NA,"bat","animal",5.918894,3,"correct",468.671313688696
"30",43,NA,"broccoli","plant",2.833213,8,"correct",491.002901983993
"30",48,NA,"hedgehog","animal",3.637586,8,"correct",717.61429662693
"30",50,NA,"swan","animal",4.962845,4,"correct",559.979169322103
"30",51,NA,"chicken","animal",6.59987,7,"correct",433.202330096965
"30",52,NA,"walnut","plant",4.49981,6,"correct",497.851021042928
"30",53,NA,"mouse","animal",5.805135,5,"correct",435.905721873558
"30",54,NA,"strawberry","plant",4.75359,10,"correct",498.439820792194
"30",57,NA,"radish","plant",3.044522,6,"correct",594.58533769066
"30",58,NA,"elephant","animal",6.063785,8,"correct",494.204602879654
"30",59,NA,"donkey","animal",5.541264,6,"correct",392.80809062753
"30",65,NA,"tortoise","animal",4.624973,8,"correct",699.307811680506
"30",68,NA,"leek","plant",3.332205,4,"correct",621.704986216987
"30",69,NA,"beetroot","plant",3.555348,8,"correct",647.709012582561
"30",71,NA,"woodpecker","animal",2.890372,10,"correct",568.77442200352
"30",74,NA,"almond","plant",4.204693,6,"correct",604.986099117867
"30",76,NA,"apple","plant",6.304449,5,"correct",500.114025766829
"30",77,NA,"ant","animal",5.347108,3,"correct",607.514151317443
"30",78,NA,"moose","animal",2.70805,5,"correct",432.617098082836
"30",79,NA,"kiwi","plant",3.044522,4,"correct",436.919250706463
"30",82,NA,"cucumber","plant",4.454347,8,"correct",600.52886457964
"30",83,NA,"blackberry","plant",4.060443,10,"correct",498.614825116849
"30",84,NA,"beaver","animal",3.951244,6,"correct",562.063235761884
"30",85,NA,"mushroom","plant",5.537334,8,"correct",517.475446313454
"30",86,NA,"eagle","animal",5.117994,5,"correct",492.253466774218
"30",88,NA,"lettuce","plant",4.812184,7,"correct",478.864140598767
"30",89,NA,"lion","animal",6.098074,4,"correct",471.118776038746
"30",92,NA,"olive","plant",5.587249,5,"correct",424.237441238131
"30",94,NA,"bunny","animal",3.332205,5,"correct",462.720494272298
"30",97,NA,"cat","animal",7.086738,3,"correct",505.134742263693
"30",98,NA,"gherkin","plant",2.079442,7,NA,NA
"30",99,NA,"wasp","animal",4.682131,4,"correct",469.557200297271
"30",101,NA,"owl","animal",4.859812,3,"correct",513.999817570053
"30",102,NA,"paprika","plant",2.484907,7,"correct",515.310475417112
"30",103,NA,"whale","animal",5.298317,5,"correct",478.843837503248
"30",105,NA,"goat","animal",6.228511,4,"correct",393.043532162155
"30",106,NA,"peanut","plant",4.59512,6,"correct",465.283777885222
"30",108,NA,"banana","plant",5.023881,6,"correct",447.461652028235
"30",109,NA,"frog","animal",5.129899,4,"correct",434.740700894123
"30",112,NA,"reindeer","animal",4.043051,8,"correct",580.002399746552
"30",113,NA,"sheep","animal",6.577861,5,"incorrect",426.343477491799
"30",120,NA,"fox","animal",5.652489,3,"correct",683.34937174166
"30",121,NA,"apricot","plant",3.828641,7,"correct",552.27768088966
"30",123,NA,"camel","animal",6.109248,5,"correct",567.386960532729
"30",124,NA,"squid","animal",3.970292,5,"correct",494.465785035649
"30",128,NA,"dolphin","animal",4.007333,7,"correct",507.76181575906
"30",129,NA,"cherry","plant",4.997212,6,"correct",636.247530708896
"30",130,NA,"vulture","animal",4.248495,7,"correct",494.859050045887
"30",132,NA,"stork","animal",3.044522,5,"correct",559.151072837553
"30",133,NA,"butterfly","animal",5.214936,9,"correct",499.657197712331
"30",136,NA,"asparagus","plant",3.663562,9,"correct",496.609477305305
"30",138,NA,"bee","animal",5.700444,3,"correct",488.098739597469
"30",139,NA,"pear","plant",4.727388,4,"correct",603.252239526424
"30",140,NA,"horse","animal",7.77191,5,"correct",498.271475107652
"30",141,NA,"magpie","animal",2.995732,6,"correct",523.528871506377
"30",142,NA,"snake","animal",6.120297,5,"correct",471.501834311424
"30",143,NA,"gull","animal",4.418841,4,"correct",449.671701250701
"30",145,NA,"mole","animal",4.60517,4,"correct",475.387368713565
"30",147,NA,"squirrel","animal",4.70953,8,"correct",478.48449152014
"30",148,NA,"goose","animal",5.267858,5,"correct",562.997470517602
"30",149,NA,"dog","animal",7.667626,3,"correct",455.26163787711
"30",151,NA,"potato","plant",6.461468,6,"correct",556.008697956249
"30",153,NA,"shark","animal",5.880533,5,"correct",478.957113150302
"30",160,NA,"lemon","plant",5.631212,5,"correct",583.382970939357
"30",163,NA,"mustard","plant",4.442651,7,"correct",559.870870237376
"30",165,NA,"melon","plant",4.127134,5,"correct",536.670941677675
"30",166,NA,"tomato","plant",5.545177,6,"correct",470.855696584612
"30",167,NA,"spider","animal",4.844187,6,"correct",554.911072420758
"30",168,NA,"blueberry","plant",2.484907,9,"correct",540.552983769382
"30",172,NA,"clove","plant",3.663562,5,"correct",578.866444145458
"30",173,NA,"crocodile","animal",4.615121,9,"correct",523.291862845106
"30",176,NA,"eggplant","plant",1.791759,8,"correct",516.068595099294
"30",180,NA,"carrot","plant",4.976734,6,"correct",558.497086558169
"30",181,NA,"orange","plant",6.378426,6,"correct",478.257217582938
"25",NA,"",NA,NA,NA,NA,NA,NA
"26",NA,"english",NA,NA,NA,NA,NA,NA
"28",NA,"",NA,NA,NA,NA,NA,NA
"29",NA,"english",NA,NA,NA,NA,NA,NA
